filename,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class_id,class_name,is_test
00045.jpg,12,108,489,297,186,Toyota Sequoia SUV 2012,0
00046.jpg,28,80,759,466,25,Audi TT RS Coupe 2012,0
00047.jpg,84,248,1102,899,194,Volvo 240 Sedan 1993,0
00048.jpg,142,69,753,451,177,Rolls-Royce Phantom Sedan 2012,0
00049.jpg,166,543,887,903,173,Porsche Panamera Sedan 2012,0
00050.jpg,20,96,564,341,42,Bentley Continental GT Coupe 2012,0
00051.jpg,41,181,607,465,91,Dodge Dakota Club Cab 2007,0
00052.jpg,39,29,774,395,148,Jeep Grand Cherokee SUV 2012,0
00053.jpg,161,191,425,307,15,Audi R8 Coupe 2012,0
00054.jpg,58,562,1528,1081,97,Dodge Charger SRT-8 2009,0
00055.jpg,80,120,582,391,42,Bentley Continental GT Coupe 2012,0
00056.jpg,32,48,472,267,53,Cadillac Escalade EXT Crew Cab 2007,0
00057.jpg,260,138,972,439,44,Bentley Continental Flying Spur Sedan 2007,0
00058.jpg,11,35,256,173,65,Chevrolet Avalanche Crew Cab 2012,0
00059.jpg,68,91,607,354,90,Dodge Dakota Crew Cab 2010,0
00060.jpg,129,120,345,269,124,HUMMER H3T Crew Cab 2010,0
00061.jpg,11,104,1011,742,114,Ford F-150 Regular Cab 2007,0
00062.jpg,19,21,425,265,190,Volkswagen Golf Hatchback 2012,0
00063.jpg,175,330,928,647,101,Ferrari FF Coupe 2012,0
00064.jpg,97,39,925,700,187,Toyota Camry Sedan 2012,0
00065.jpg,63,175,417,320,8,Aston Martin V8 Vantage Convertible 2012,0
00066.jpg,30,39,221,125,17,Audi 100 Sedan 1994,0
00067.jpg,129,89,594,432,111,Ford Ranger SuperCab 2011,0
00068.jpg,32,43,598,350,122,GMC Canyon Extended Cab 2012,0
00069.jpg,142,124,675,445,5,Acura TSX Sedan 2012,0
00070.jpg,220,313,1054,976,29,BMW 3 Series Sedan 2012,0
00071.jpg,8,12,639,299,126,Honda Odyssey Minivan 2012,0
00072.jpg,92,271,1178,749,94,Dodge Durango SUV 2012,0
00073.jpg,15,12,314,230,106,Ford F-450 Super Duty Crew Cab 2012,0
00074.jpg,14,12,309,223,106,Ford F-450 Super Duty Crew Cab 2012,0
00075.jpg,45,74,522,253,188,Toyota Corolla Sedan 2012,0
00076.jpg,12,27,284,166,59,Chevrolet Camaro Convertible 2012,0
00077.jpg,25,25,3502,2017,110,Ford Edge SUV 2012,0
00078.jpg,36,88,611,417,43,Bentley Continental GT Coupe 2007,0
00079.jpg,165,126,749,425,133,Hyundai Veracruz SUV 2012,0
00080.jpg,20,21,292,217,111,Ford Ranger SuperCab 2011,0
00081.jpg,10,55,540,271,8,Aston Martin V8 Vantage Convertible 2012,0
00082.jpg,63,113,597,413,192,Volkswagen Beetle Hatchback 2012,0
00083.jpg,55,48,294,205,18,Audi 100 Wagon 1994,0
00084.jpg,27,67,620,474,116,Ford E-Series Wagon Van 2012,0
00085.jpg,15,80,629,402,49,Buick Verano Sedan 2012,0
00086.jpg,119,300,1416,871,145,Jeep Patriot SUV 2012,0
00087.jpg,17,36,455,215,49,Buick Verano Sedan 2012,0
00088.jpg,171,176,2373,1751,170,Nissan Juke Hatchback 2012,0
00089.jpg,49,195,1003,617,20,Audi S6 Sedan 2011,0
00090.jpg,5,43,296,211,114,Ford F-150 Regular Cab 2007,0
00091.jpg,49,57,494,419,165,Mercedes-Benz S-Class Sedan 2012,0
00092.jpg,101,84,492,272,138,Hyundai Sonata Sedan 2012,0
00093.jpg,23,53,258,144,175,Rolls-Royce Phantom Drophead Coupe Convertible 2012,0
00094.jpg,19,60,783,440,112,Ford GT Coupe 2006,0
00095.jpg,110,171,1213,648,122,GMC Canyon Extended Cab 2012,0
00096.jpg,39,67,346,206,104,Ferrari 458 Italia Coupe 2012,0
00097.jpg,3,7,76,50,57,Chevrolet Corvette Ron Fellows Edition Z06 2007,0
00098.jpg,65,37,578,360,51,Cadillac CTS-V Sedan 2012,0
00099.jpg,27,60,486,364,37,BMW X3 SUV 2012,0
00100.jpg,22,180,454,355,71,Chevrolet Express Van 2007,0
00101.jpg,70,39,940,742,193,Volvo C30 Hatchback 2012,0
00102.jpg,99,130,396,222,105,Fisker Karma Sedan 2012,0
00103.jpg,85,107,609,381,61,Chevrolet Impala Sedan 2007,0
00104.jpg,1,76,480,315,74,Chevrolet Silverado 1500 Extended Cab 2012,0
00105.jpg,57,266,967,623,133,Hyundai Veracruz SUV 2012,0
00106.jpg,69,75,236,161,162,Mercedes-Benz C-Class Sedan 2012,0
00107.jpg,24,17,249,163,131,Hyundai Santa Fe SUV 2012,0
00108.jpg,7,27,212,147,88,Dodge Sprinter Cargo Van 2009,0
00109.jpg,18,14,248,168,121,GMC Acadia SUV 2012,0
00110.jpg,19,2,591,387,180,Spyker C8 Coupe 2009,0
00111.jpg,52,6,759,513,180,Spyker C8 Coupe 2009,0
00112.jpg,231,103,430,226,137,Hyundai Genesis Sedan 2012,0
00113.jpg,91,148,700,582,133,Hyundai Veracruz SUV 2012,0
00114.jpg,19,72,624,397,71,Chevrolet Express Van 2007,0
00115.jpg,26,90,376,243,83,Dodge Caliber Wagon 2012,0
00116.jpg,132,120,667,401,110,Ford Edge SUV 2012,0
00117.jpg,84,44,663,342,42,Bentley Continental GT Coupe 2012,0
00118.jpg,87,235,591,412,177,Rolls-Royce Phantom Sedan 2012,0
00119.jpg,173,370,1207,960,147,Jeep Liberty SUV 2012,0
00120.jpg,3,19,195,114,161,Mercedes-Benz 300-Class Convertible 1993,0
00121.jpg,49,143,487,455,109,Ford Expedition EL SUV 2009,0
00122.jpg,72,67,233,176,28,BMW 1 Series Coupe 2012,0
00123.jpg,151,568,1954,1271,144,Jaguar XK XKR 2012,0
00124.jpg,14,88,271,178,53,Cadillac Escalade EXT Crew Cab 2007,0
00125.jpg,135,761,1894,1353,29,BMW 3 Series Sedan 2012,0
00126.jpg,44,123,778,487,66,Chevrolet Cobalt SS 2010,0
00127.jpg,69,103,537,322,79,Chrysler 300 SRT-8 2010,0
00128.jpg,86,78,355,284,13,Audi A5 Coupe 2012,0
00129.jpg,50,80,592,273,136,Hyundai Accent Sedan 2012,0
00130.jpg,95,161,543,368,143,Isuzu Ascender SUV 2008,0
00131.jpg,275,195,863,474,171,Nissan 240SX Coupe 1998,0
00132.jpg,99,78,557,389,89,Dodge Journey SUV 2012,0
00133.jpg,11,126,426,360,135,Hyundai Elantra Sedan 2007,0
00134.jpg,1,2,267,185,161,Mercedes-Benz 300-Class Convertible 1993,0
00135.jpg,19,735,2669,2192,58,Chevrolet Traverse SUV 2012,0
00136.jpg,21,35,279,195,122,GMC Canyon Extended Cab 2012,0
00137.jpg,45,99,593,403,178,Scion xD Hatchback 2012,0
00138.jpg,130,282,1425,900,56,Chevrolet Corvette ZR1 2012,0
00139.jpg,72,215,628,481,184,Suzuki SX4 Sedan 2012,0
00140.jpg,62,95,633,434,191,Volkswagen Golf Hatchback 1991,0
00141.jpg,13,106,476,260,40,Bentley Arnage Sedan 2009,0
00142.jpg,78,300,952,633,60,Chevrolet HHR SS 2010,0
00143.jpg,72,51,566,412,155,Land Rover LR2 SUV 2012,0
00144.jpg,66,59,283,202,71,Chevrolet Express Van 2007,0
00145.jpg,135,36,1181,885,140,Hyundai Azera Sedan 2012,0
00146.jpg,2,5,298,162,42,Bentley Continental GT Coupe 2012,0
00147.jpg,8,12,770,309,76,Chrysler Aspen SUV 2009,0
00148.jpg,24,78,608,379,187,Toyota Camry Sedan 2012,0
00149.jpg,34,1,242,179,86,Dodge Ram Pickup 3500 Crew Cab 2010,0
00150.jpg,11,208,596,386,8,Aston Martin V8 Vantage Convertible 2012,0
00151.jpg,8,37,294,150,5,Acura TSX Sedan 2012,0
00152.jpg,23,66,499,311,47,Buick Regal GS 2012,0
00153.jpg,6,138,627,361,30,BMW 3 Series Wagon 2012,0
00154.jpg,17,105,385,243,18,Audi 100 Wagon 1994,0
00155.jpg,76,4,1585,1120,149,Jeep Compass SUV 2012,0
00156.jpg,22,21,211,139,174,Ram C/V Cargo Van Minivan 2012,0
00157.jpg,32,130,973,661,138,Hyundai Sonata Sedan 2012,0
00158.jpg,75,236,1196,846,179,Spyker C8 Convertible 2009,0
00159.jpg,37,139,988,694,24,Audi S4 Sedan 2007,0
00160.jpg,114,46,546,287,42,Bentley Continental GT Coupe 2012,0
00161.jpg,12,83,629,354,73,Chevrolet Malibu Sedan 2007,0
00162.jpg,38,66,548,385,176,Rolls-Royce Ghost Sedan 2012,0
00163.jpg,46,84,661,428,1,AM General Hummer SUV 2000,0
00164.jpg,13,29,239,174,37,BMW X3 SUV 2012,0
00165.jpg,27,65,490,220,36,BMW M6 Convertible 2010,0
00166.jpg,4,69,402,245,108,Ford Freestar Minivan 2007,0
00167.jpg,19,27,429,258,41,Bentley Mulsanne Sedan 2011,0
00168.jpg,110,96,565,389,40,Bentley Arnage Sedan 2009,0
00169.jpg,2,22,140,81,119,GMC Savana Van 2012,0
00170.jpg,48,71,615,453,119,GMC Savana Van 2012,0
00171.jpg,41,42,262,170,19,Audi TT Hatchback 2011,0
00172.jpg,6,108,493,267,163,Mercedes-Benz SL-Class Coupe 2009,0
00173.jpg,26,61,508,342,120,GMC Yukon Hybrid SUV 2012,0
00174.jpg,13,29,249,159,54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,0
00175.jpg,69,120,739,502,116,Ford E-Series Wagon Van 2012,0
00176.jpg,45,85,1005,558,66,Chevrolet Cobalt SS 2010,0
00177.jpg,98,22,650,302,50,Buick Enclave SUV 2012,0
00178.jpg,5,28,285,148,122,GMC Canyon Extended Cab 2012,0
00179.jpg,42,113,601,439,155,Land Rover LR2 SUV 2012,0
00180.jpg,3,40,297,157,142,Infiniti QX56 SUV 2011,0
00181.jpg,84,256,913,752,68,Chevrolet TrailBlazer SS 2009,0
00182.jpg,43,226,1001,630,170,Nissan Juke Hatchback 2012,0
00183.jpg,2,9,196,125,161,Mercedes-Benz 300-Class Convertible 1993,0
00184.jpg,34,51,604,344,161,Mercedes-Benz 300-Class Convertible 1993,0
00185.jpg,24,35,620,438,133,Hyundai Veracruz SUV 2012,0
00186.jpg,6,72,255,178,125,HUMMER H2 SUT Crew Cab 2009,0
00187.jpg,4,408,1600,934,160,McLaren MP4-12C Coupe 2012,0
00188.jpg,25,162,1241,764,93,Dodge Challenger SRT8 2011,0
00189.jpg,18,15,583,421,183,Suzuki SX4 Hatchback 2012,0
00190.jpg,198,416,1271,935,45,Bugatti Veyron 16.4 Convertible 2009,0
00191.jpg,129,75,654,422,143,Isuzu Ascender SUV 2008,0
00192.jpg,37,24,259,212,189,Toyota 4Runner SUV 2012,0
00193.jpg,82,107,990,723,48,Buick Rainier SUV 2007,0
00194.jpg,187,327,1211,769,176,Rolls-Royce Ghost Sedan 2012,0
00195.jpg,150,339,1313,771,77,Chrysler Sebring Convertible 2010,0
00196.jpg,26,46,266,213,190,Volkswagen Golf Hatchback 2012,0
00197.jpg,47,102,492,371,110,Ford Edge SUV 2012,0
00198.jpg,91,121,574,357,6,Acura Integra Type R 2001,0
00199.jpg,151,298,1285,835,191,Volkswagen Golf Hatchback 1991,0
00200.jpg,30,55,301,187,16,Audi V8 Sedan 1994,0
00201.jpg,21,1,386,200,12,Audi RS 4 Convertible 2008,0
00202.jpg,233,217,1228,807,90,Dodge Dakota Crew Cab 2010,0
00203.jpg,30,167,945,545,188,Toyota Corolla Sedan 2012,0
00204.jpg,11,61,284,151,128,Honda Accord Coupe 2012,0
00205.jpg,29,70,612,356,23,Audi S4 Sedan 2012,0
00206.jpg,117,222,558,434,11,Aston Martin Virage Coupe 2012,0
00207.jpg,31,119,438,258,93,Dodge Challenger SRT8 2011,0
00208.jpg,26,151,360,256,8,Aston Martin V8 Vantage Convertible 2012,0
00209.jpg,58,136,973,636,63,Chevrolet Sonic Sedan 2012,0
00210.jpg,8,80,639,366,173,Porsche Panamera Sedan 2012,0
00211.jpg,11,47,598,365,176,Rolls-Royce Ghost Sedan 2012,0
00212.jpg,8,20,254,155,72,Chevrolet Monte Carlo Coupe 2007,0
00213.jpg,37,62,261,191,195,Volvo XC90 SUV 2007,0
00214.jpg,70,78,915,640,114,Ford F-150 Regular Cab 2007,0
00215.jpg,38,50,221,138,72,Chevrolet Monte Carlo Coupe 2007,0
00216.jpg,21,45,133,88,119,GMC Savana Van 2012,0
00217.jpg,45,39,594,444,18,Audi 100 Wagon 1994,0
00218.jpg,39,94,337,245,77,Chrysler Sebring Convertible 2010,0
00219.jpg,89,1,597,316,18,Audi 100 Wagon 1994,0
00220.jpg,16,103,462,347,107,Ford Mustang Convertible 2007,0
00221.jpg,29,21,477,299,10,Aston Martin Virage Convertible 2012,0
00222.jpg,89,58,545,338,196,smart fortwo Convertible 2012,0
00223.jpg,42,115,299,288,99,FIAT 500 Abarth 2012,0
00224.jpg,19,10,177,134,88,Dodge Sprinter Cargo Van 2009,0
00225.jpg,20,50,463,313,121,GMC Acadia SUV 2012,0
00226.jpg,46,15,202,156,111,Ford Ranger SuperCab 2011,0
00227.jpg,36,63,613,397,61,Chevrolet Impala Sedan 2007,0
00228.jpg,237,156,896,365,141,Infiniti G Coupe IPL 2012,0
00229.jpg,5,46,255,138,136,Hyundai Accent Sedan 2012,0
00230.jpg,223,542,3692,2478,183,Suzuki SX4 Hatchback 2012,0
00231.jpg,73,109,606,374,106,Ford F-450 Super Duty Crew Cab 2012,0
00232.jpg,15,110,544,381,84,Dodge Caliber Wagon 2007,0
00233.jpg,276,124,1495,951,194,Volvo 240 Sedan 1993,0
00234.jpg,99,364,1211,954,132,Hyundai Tucson SUV 2012,0
00235.jpg,59,63,549,404,111,Ford Ranger SuperCab 2011,0
00236.jpg,19,138,571,424,7,Acura ZDX Hatchback 2012,0
00237.jpg,11,10,396,265,65,Chevrolet Avalanche Crew Cab 2012,0
00238.jpg,163,91,527,346,26,BMW ActiveHybrid 5 Sedan 2012,0
00239.jpg,4,19,255,172,16,Audi V8 Sedan 1994,0
00240.jpg,45,60,251,171,138,Hyundai Sonata Sedan 2012,0
00241.jpg,32,59,1011,709,170,Nissan Juke Hatchback 2012,0
00242.jpg,10,53,273,167,102,Ferrari California Convertible 2012,0
00243.jpg,270,228,727,416,168,Nissan Leaf Hatchback 2012,0
00244.jpg,21,93,479,331,7,Acura ZDX Hatchback 2012,0
00245.jpg,22,59,536,238,61,Chevrolet Impala Sedan 2007,0
00246.jpg,1,317,1280,945,167,Mitsubishi Lancer Sedan 2012,0
00247.jpg,47,125,850,468,137,Hyundai Genesis Sedan 2012,0
00248.jpg,52,167,508,387,177,Rolls-Royce Phantom Sedan 2012,0
00249.jpg,6,155,631,450,153,Lamborghini Diablo Coupe 2001,0
00250.jpg,11,35,246,186,190,Volkswagen Golf Hatchback 2012,0
00251.jpg,576,466,2994,1953,167,Mitsubishi Lancer Sedan 2012,0
00252.jpg,37,50,253,158,105,Fisker Karma Sedan 2012,0
00253.jpg,51,105,579,335,50,Buick Enclave SUV 2012,0
00254.jpg,21,11,296,141,131,Hyundai Santa Fe SUV 2012,0
00255.jpg,29,78,734,396,6,Acura Integra Type R 2001,0
00256.jpg,85,215,776,511,21,Audi S5 Convertible 2012,0
00257.jpg,23,146,617,329,31,BMW 6 Series Convertible 2007,0
00258.jpg,34,86,227,166,51,Cadillac CTS-V Sedan 2012,0
00259.jpg,75,254,2514,1929,187,Toyota Camry Sedan 2012,0
00260.jpg,28,164,698,417,134,Hyundai Sonata Hybrid Sedan 2012,0
00261.jpg,32,79,378,221,16,Audi V8 Sedan 1994,0
00262.jpg,158,132,501,293,103,Ferrari 458 Italia Convertible 2012,0
00263.jpg,177,299,730,673,40,Bentley Arnage Sedan 2009,0
00264.jpg,42,72,472,299,69,Chevrolet Silverado 2500HD Regular Cab 2012,0
00265.jpg,15,74,387,195,55,Chevrolet Corvette Convertible 2012,0
00266.jpg,22,300,786,552,17,Audi 100 Sedan 1994,0
00267.jpg,25,133,620,374,46,Bugatti Veyron 16.4 Coupe 2009,0
00268.jpg,49,53,596,398,74,Chevrolet Silverado 1500 Extended Cab 2012,0
00269.jpg,29,192,605,391,185,Tesla Model S Sedan 2012,0
00270.jpg,15,70,357,186,122,GMC Canyon Extended Cab 2012,0
00271.jpg,11,23,141,80,174,Ram C/V Cargo Van Minivan 2012,0
00272.jpg,8,1,590,327,100,FIAT 500 Convertible 2012,0
00273.jpg,37,65,458,321,69,Chevrolet Silverado 2500HD Regular Cab 2012,0
00274.jpg,31,69,435,310,20,Audi S6 Sedan 2011,0
00275.jpg,165,183,495,358,130,Hyundai Veloster Hatchback 2012,0
00276.jpg,75,93,529,360,132,Hyundai Tucson SUV 2012,0
00277.jpg,72,193,926,613,173,Porsche Panamera Sedan 2012,0
00278.jpg,1,38,251,135,156,Lincoln Town Car Sedan 2011,0
00279.jpg,16,31,553,297,47,Buick Regal GS 2012,0
00280.jpg,3,33,261,176,107,Ford Mustang Convertible 2007,0
00281.jpg,214,240,387,342,151,Lamborghini Aventador Coupe 2012,0
00282.jpg,20,97,460,356,61,Chevrolet Impala Sedan 2007,0
00283.jpg,112,190,664,342,105,Fisker Karma Sedan 2012,0
00284.jpg,49,101,942,619,94,Dodge Durango SUV 2012,0
00285.jpg,7,20,634,298,194,Volvo 240 Sedan 1993,0
00286.jpg,116,143,769,713,195,Volvo XC90 SUV 2007,0
00287.jpg,56,299,1266,721,91,Dodge Dakota Club Cab 2007,0
00288.jpg,60,46,258,138,189,Toyota 4Runner SUV 2012,0
00289.jpg,205,197,741,425,15,Audi R8 Coupe 2012,0
00290.jpg,68,30,620,506,140,Hyundai Azera Sedan 2012,0
00291.jpg,27,147,573,471,142,Infiniti QX56 SUV 2011,0
00292.jpg,133,73,806,251,10,Aston Martin Virage Convertible 2012,0
00293.jpg,24,27,936,380,104,Ferrari 458 Italia Coupe 2012,0
00294.jpg,11,141,629,386,48,Buick Rainier SUV 2007,0
00295.jpg,150,114,524,433,50,Buick Enclave SUV 2012,0
00296.jpg,18,115,618,456,120,GMC Yukon Hybrid SUV 2012,0
00297.jpg,56,157,639,455,87,Dodge Ram Pickup 3500 Quad Cab 2009,0
00298.jpg,49,67,362,245,177,Rolls-Royce Phantom Sedan 2012,0
00299.jpg,24,66,982,711,147,Jeep Liberty SUV 2012,0
00300.jpg,41,103,994,692,169,Nissan NV Passenger Van 2012,0
00301.jpg,52,36,247,189,121,GMC Acadia SUV 2012,0
00302.jpg,1,37,296,171,19,Audi TT Hatchback 2011,0
00303.jpg,6,47,297,193,31,BMW 6 Series Convertible 2007,0
00304.jpg,14,29,235,168,156,Lincoln Town Car Sedan 2011,0
00305.jpg,37,21,169,122,143,Isuzu Ascender SUV 2008,0
00306.jpg,37,125,582,456,83,Dodge Caliber Wagon 2012,0
00307.jpg,171,63,1187,894,58,Chevrolet Traverse SUV 2012,0
00308.jpg,16,136,775,418,6,Acura Integra Type R 2001,0
00309.jpg,50,122,589,338,127,Honda Odyssey Minivan 2007,0
00310.jpg,36,43,407,319,131,Hyundai Santa Fe SUV 2012,0
00311.jpg,1,69,280,228,15,Audi R8 Coupe 2012,0
00312.jpg,53,79,627,464,73,Chevrolet Malibu Sedan 2007,0
00313.jpg,13,44,477,289,24,Audi S4 Sedan 2007,0
00314.jpg,33,71,615,435,87,Dodge Ram Pickup 3500 Quad Cab 2009,0
00315.jpg,555,278,1543,1207,170,Nissan Juke Hatchback 2012,0
00316.jpg,10,29,276,164,123,Geo Metro Convertible 1993,0
00317.jpg,2,48,300,202,158,Maybach Landaulet Convertible 2012,0
00318.jpg,73,159,445,376,11,Aston Martin Virage Coupe 2012,0
00319.jpg,38,8,564,402,47,Buick Regal GS 2012,0
00320.jpg,42,17,440,282,7,Acura ZDX Hatchback 2012,0
00321.jpg,42,63,593,397,94,Dodge Durango SUV 2012,0
00322.jpg,9,304,1009,677,75,Chevrolet Silverado 1500 Regular Cab 2012,0
00323.jpg,161,263,632,415,182,Suzuki Kizashi Sedan 2012,0
00324.jpg,15,26,199,123,186,Toyota Sequoia SUV 2012,0
00325.jpg,12,21,285,142,128,Honda Accord Coupe 2012,0
00326.jpg,29,28,432,249,193,Volvo C30 Hatchback 2012,0
00327.jpg,2,6,546,298,180,Spyker C8 Coupe 2009,0
00328.jpg,41,49,244,176,62,Chevrolet Tahoe Hybrid SUV 2012,0
00329.jpg,10,105,660,475,114,Ford F-150 Regular Cab 2007,0
00330.jpg,168,92,333,305,166,Mercedes-Benz Sprinter Van 2012,0
00331.jpg,26,81,596,391,181,Suzuki Aerio Sedan 2007,0
00332.jpg,76,247,396,396,101,Ferrari FF Coupe 2012,0
00333.jpg,30,110,472,316,103,Ferrari 458 Italia Convertible 2012,0
00334.jpg,179,300,1403,894,22,Audi S5 Coupe 2012,0
00335.jpg,23,31,236,176,125,HUMMER H2 SUT Crew Cab 2009,0
00336.jpg,309,598,1767,995,112,Ford GT Coupe 2006,0
00337.jpg,45,55,530,308,38,BMW Z4 Convertible 2012,0
00338.jpg,14,129,441,360,106,Ford F-450 Super Duty Crew Cab 2012,0
00339.jpg,39,5,234,174,56,Chevrolet Corvette ZR1 2012,0
00340.jpg,139,152,488,305,9,Aston Martin V8 Vantage Coupe 2012,0
00341.jpg,62,116,974,610,67,Chevrolet Malibu Hybrid Sedan 2010,0
00342.jpg,152,195,502,436,169,Nissan NV Passenger Van 2012,0
00343.jpg,63,36,760,504,147,Jeep Liberty SUV 2012,0
00344.jpg,36,59,770,397,145,Jeep Patriot SUV 2012,0
00345.jpg,26,13,234,194,113,Ford F-150 Regular Cab 2012,0
00346.jpg,112,21,2859,1928,63,Chevrolet Sonic Sedan 2012,0
00347.jpg,100,190,907,691,145,Jeep Patriot SUV 2012,0
00348.jpg,14,59,522,266,55,Chevrolet Corvette Convertible 2012,0
00349.jpg,42,82,956,685,89,Dodge Journey SUV 2012,0
00350.jpg,17,52,247,158,86,Dodge Ram Pickup 3500 Crew Cab 2010,0
00351.jpg,13,108,454,305,42,Bentley Continental GT Coupe 2012,0
00352.jpg,107,40,433,240,143,Isuzu Ascender SUV 2008,0
00353.jpg,3,60,499,289,117,Ford Fiesta Sedan 2012,0
00354.jpg,44,212,984,596,57,Chevrolet Corvette Ron Fellows Edition Z06 2007,0
00355.jpg,28,93,1011,675,170,Nissan Juke Hatchback 2012,0
00356.jpg,187,313,1381,1087,115,Ford Focus Sedan 2007,0
00357.jpg,31,47,415,255,39,Bentley Continental Supersports Conv. Convertible 2012,0
00358.jpg,53,116,562,353,29,BMW 3 Series Sedan 2012,0
00359.jpg,27,71,630,422,58,Chevrolet Traverse SUV 2012,0
00360.jpg,12,23,245,176,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,0
00361.jpg,17,64,941,620,119,GMC Savana Van 2012,0
00362.jpg,108,121,539,357,50,Buick Enclave SUV 2012,0
00363.jpg,14,60,402,300,128,Honda Accord Coupe 2012,0
00364.jpg,15,47,286,184,53,Cadillac Escalade EXT Crew Cab 2007,0
00365.jpg,17,82,630,496,53,Cadillac Escalade EXT Crew Cab 2007,0
00366.jpg,67,55,508,338,32,BMW X5 SUV 2007,0
00367.jpg,30,118,618,334,177,Rolls-Royce Phantom Sedan 2012,0
00368.jpg,14,76,292,195,59,Chevrolet Camaro Convertible 2012,0
00369.jpg,40,52,603,357,128,Honda Accord Coupe 2012,0
00370.jpg,57,148,568,363,10,Aston Martin Virage Convertible 2012,0
00371.jpg,5,56,430,245,83,Dodge Caliber Wagon 2012,0
00372.jpg,2,190,371,490,168,Nissan Leaf Hatchback 2012,0
00373.jpg,243,318,805,629,172,Plymouth Neon Coupe 1999,0
00374.jpg,9,184,740,499,6,Acura Integra Type R 2001,0
00375.jpg,122,48,697,401,176,Rolls-Royce Ghost Sedan 2012,0
00376.jpg,74,187,917,734,135,Hyundai Elantra Sedan 2007,0
00377.jpg,20,48,624,453,133,Hyundai Veracruz SUV 2012,0
00378.jpg,16,25,290,215,156,Lincoln Town Car Sedan 2011,0
00379.jpg,119,194,942,586,54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,0
00380.jpg,137,76,600,370,99,FIAT 500 Abarth 2012,0
00381.jpg,66,88,455,322,125,HUMMER H2 SUT Crew Cab 2009,0
00382.jpg,4,55,494,365,146,Jeep Wrangler SUV 2012,0
00383.jpg,80,1,549,431,58,Chevrolet Traverse SUV 2012,0
00384.jpg,51,87,489,290,59,Chevrolet Camaro Convertible 2012,0
